Name,Package URL,Github,Downloads
json-stringify-safe,https://www.npmjs.com/package/json-stringify-safe,https://github.com/isaacs/json-stringify-safe,0.6337189519051281
bytes,https://www.npmjs.com/package/bytes,https://github.com/visionmedia/bytes.js,0.6335240800538914
sax,https://www.npmjs.com/package/sax,https://github.com/isaacs/sax-js,0.6325841941976642
@typescript-eslint/parser,https://www.npmjs.com/package/%40typescript-eslint%2Fparser,https://github.com/typescript-eslint/typescript-eslint,0.6314622048451277
text-table,https://www.npmjs.com/package/text-table,N/A,0.631223171942645
nan,https://www.npmjs.com/package/nan,https://github.com/nodejs/nan,0.6309008427765259
globals,https://www.npmjs.com/package/globals,https://github.com/sindresorhus/globals,0.6306875912956829
long,https://www.npmjs.com/package/long,https://github.com/dcodeIO/long.js,0.6306022234429258
file-type,https://www.npmjs.com/package/file-type,https://github.com/sindresorhus/file-type,0.6305863525132688
md5,https://www.npmjs.com/package/md5,https://github.com/pvorb/node-md5,0.6305064673996426
jest-cli,https://www.npmjs.com/package/jest-cli,https://github.com/jestjs/jest,0.6300675272218063
process,https://www.npmjs.com/package/process,https://github.com/shtylman/node-process,0.6296677124121846
puppeteer,https://www.npmjs.com/package/puppeteer,https://github.com/puppeteer/puppeteer/tree/main,0.6287165534568854
p-locate,https://www.npmjs.com/package/p-locate,https://github.com/sindresorhus/p-locate,0.6285607081155704
pm2,https://www.npmjs.com/package/pm2,https://github.com/Unitech/pm2,0.6280415380784303
svgo,https://www.npmjs.com/package/svgo,https://github.com/svg/svgo,0.6276119823097692
postcss-loader,https://www.npmjs.com/package/postcss-loader,https://github.com/webpack-contrib/postcss-loader,0.6274810301730698
balanced-match,https://www.npmjs.com/package/balanced-match,https://github.com/juliangruber/balanced-match,0.6270542423113843
meow,https://www.npmjs.com/package/meow,https://github.com/sindresorhus/meow,0.6269553606899212
busboy,https://www.npmjs.com/package/busboy,https://github.com/mscdex/busboy,0.6267176589236254
eslint-config-airbnb,https://www.npmjs.com/package/eslint-config-airbnb,https://github.com/airbnb/javascript,0.6266395443287636
multer,https://www.npmjs.com/package/multer,https://github.com/expressjs/multer,0.6262913002399533
run-parallel,https://www.npmjs.com/package/run-parallel,https://github.com/feross/run-parallel,0.6261615018884698
redis,https://www.npmjs.com/package/redis,https://github.com/redis/node-redis,0.625847213566679
mz,https://www.npmjs.com/package/mz,https://github.com/normalize/mz,0.6254779641621235
cli-spinners,https://www.npmjs.com/package/cli-spinners,https://github.com/sindresorhus/cli-spinners,0.6250084827732252
fast-levenshtein,https://www.npmjs.com/package/fast-levenshtein,https://github.com/hiddentao/fast-levenshtein,0.6248662285737896
y18n,https://www.npmjs.com/package/y18n,https://github.com/yargs/y18n,0.6247308147556508
@types/react-dom,https://www.npmjs.com/package/%40types%2Freact-dom,https://github.com/DefinitelyTyped/DefinitelyTyped,0.6247098218632123
sharp,https://www.npmjs.com/package/sharp,https://github.com/lovell/sharp,0.6244818621729425
koa,https://www.npmjs.com/package/koa,https://github.com/koajs/koa,0.6244218525155131
whatwg-url,https://www.npmjs.com/package/whatwg-url,https://github.com/jsdom/whatwg-url,0.6242961921577301
end-of-stream,https://www.npmjs.com/package/end-of-stream,https://github.com/mafintosh/end-of-stream,0.6242873508013953
pify,https://www.npmjs.com/package/pify,https://github.com/sindresorhus/pify,0.6237998541254725
file-loader,https://www.npmjs.com/package/file-loader,https://github.com/webpack-contrib/file-loader,0.622989533371837
onetime,https://www.npmjs.com/package/onetime,https://github.com/sindresorhus/onetime,0.6227068989882392
lodash-es,https://www.npmjs.com/package/lodash-es,https://github.com/lodash/lodash,0.6226493017704315
parse-json,https://www.npmjs.com/package/parse-json,https://github.com/sindresorhus/parse-json,0.6226134545494852
acorn,https://www.npmjs.com/package/acorn,https://github.com/acornjs/acorn,0.6225527999814872
figures,https://www.npmjs.com/package/figures,https://github.com/sindresorhus/figures,0.6224514124677678
@typescript-eslint/eslint-plugin,https://www.npmjs.com/package/%40typescript-eslint%2Feslint-plugin,https://github.com/typescript-eslint/typescript-eslint,0.6224436797756596
lodash.debounce,https://www.npmjs.com/package/lodash.debounce,https://github.com/lodash/lodash,0.6220374052928482
strip-json-comments,https://www.npmjs.com/package/strip-json-comments,https://github.com/sindresorhus/strip-json-comments,0.6213278192072195
content-type,https://www.npmjs.com/package/content-type,https://github.com/jshttp/content-type,0.6211756150944336
finalhandler,https://www.npmjs.com/package/finalhandler,https://github.com/pillarjs/finalhandler,0.6197729365544371
glob-parent,https://www.npmjs.com/package/glob-parent,https://github.com/gulpjs/glob-parent,0.6196842857650787
promise,https://www.npmjs.com/package/promise,https://github.com/then/promise,0.6190068372801238
mime-db,https://www.npmjs.com/package/mime-db,https://github.com/jshttp/mime-db,0.618902011942428
query-string,https://www.npmjs.com/package/query-string,https://github.com/sindresorhus/query-string,0.6185294077170413
esbuild,https://www.npmjs.com/package/esbuild,https://github.com/evanw/esbuild,0.6184211529861579
rc,https://www.npmjs.com/package/rc,https://github.com/dominictarr/rc,0.6183928470244809
node-forge,https://www.npmjs.com/package/node-forge,N/A,0.6180226996091625
locate-path,https://www.npmjs.com/package/locate-path,https://github.com/sindresorhus/locate-path,0.6167681086224845
wrap-ansi,https://www.npmjs.com/package/wrap-ansi,https://github.com/chalk/wrap-ansi,0.6159557560274129
espree,https://www.npmjs.com/package/espree,https://github.com/eslint/espree,0.6158532434088777
etag,https://www.npmjs.com/package/etag,https://github.com/jshttp/etag,0.6153597418059695
inflight,https://www.npmjs.com/package/inflight,https://github.com/npm/inflight,0.6151903531871006
he,https://www.npmjs.com/package/he,https://github.com/mathiasbynens/he,0.6148678871039726
